MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Lot_Config,Land_Slope,Condition_1,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Fence,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Price,Longitude,Latitude
Two_Story_1946_and_Newer,Residential_Low_Density,74,8834,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2004,2005,Hip,VinylSd,VinylSd,Stone,216,Typical,PConc,Typical,No,GLQ,3,Unf,0,292,1462,Excellent,Y,SBrkr,1462,762,2224,1,0,2,1,4,1,10,Typ,1,Attchd,Fin,3,738,Typical,Paved,184,0,0,0,0,0,No_Fence,0,6,2009,WD,350000,-93.654652,42.060426
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10655,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,One_Story,Average,2003,2004,Gable,VinylSd,VinylSd,BrkFace,296,Typical,PConc,Typical,No,GLQ,3,No_Basement,479,1603,3206,Excellent,Y,SBrkr,1629,0,1629,1,0,2,0,3,1,7,Typ,1,Attchd,RFn,3,880,Typical,Paved,0,0,0,0,0,0,No_Fence,0,10,2009,WD,284000,-93.65412669999999,42.0599123
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,12878,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Corner,Gtl,Norm,OneFam,One_Story,Average,2003,2004,Hip,VinylSd,VinylSd,BrkFace,418,Typical,PConc,Typical,No,ALQ,1,Unf,0,498,1760,Excellent,Y,SBrkr,1760,0,1760,1,0,2,0,3,1,8,Typ,1,Attchd,Fin,2,583,Typical,Paved,165,190,0,0,0,0,No_Fence,0,6,2009,WD,269500,-93.65477539999999,42.0598989
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,103,13472,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,One_Story,Average,2003,2003,Hip,VinylSd,VinylSd,BrkFace,922,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,2336,2392,Excellent,Y,SBrkr,2392,0,2392,0,0,2,0,3,1,8,Typ,1,Attchd,Fin,3,968,Typical,Paved,248,105,0,0,0,0,No_Fence,0,6,2009,WD,386250,-93.65603999999999,42.059241
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,110,15274,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Corner,Gtl,Norm,OneFam,One_Story,Average,2003,2003,Hip,VinylSd,VinylSd,BrkFace,724,Typical,PConc,Typical,No,GLQ,3,Unf,0,480,2452,Excellent,Y,SBrkr,2452,0,2452,2,0,2,0,3,1,10,Typ,1,Attchd,Fin,3,886,Typical,Paved,0,116,0,0,0,0,Minimum_Privacy,0,7,2009,WD,445000,-93.65486,42.058782
One_Story_PUD_1946_and_Newer,Residential_Low_Density,47,6904,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,TwnhsE,One_Story,Average,2005,2005,Gable,VinylSd,VinylSd,Stone,240,Typical,PConc,Typical,Av,ALQ,1,Unf,0,522,1358,Excellent,Y,SBrkr,1358,0,1358,0,0,2,0,2,1,6,Typ,1,Attchd,RFn,2,484,Typical,Paved,192,36,0,0,0,0,No_Fence,0,8,2009,WD,213000,-93.649779,42.059177
One_Story_PUD_1946_and_Newer,Residential_Low_Density,34,5381,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,Twnhs,One_Story,Average,2005,2005,Gable,VinylSd,VinylSd,Stone,135,Typical,PConc,Typical,Av,ALQ,1,Unf,0,406,1306,Excellent,Y,SBrkr,1306,0,1306,1,0,2,0,1,1,5,Typ,1,Attchd,RFn,2,624,Typical,Paved,170,63,0,0,0,0,No_Fence,0,8,2009,WD,196000,-93.649743,42.059179
One_Story_PUD_1946_and_Newer,Residential_Low_Density,80,10307,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,TwnhsE,One_Story,Average,2007,2008,Gable,VinylSd,VinylSd,Stone,176,Typical,PConc,Typical,No,GLQ,3,Unf,0,474,1350,Excellent,Y,SBrkr,1358,0,1358,1,0,2,0,2,1,6,Typ,1,Attchd,RFn,2,484,Typical,Paved,192,26,0,0,0,0,No_Fence,0,5,2009,WD,212500,-93.650258,42.058339
One_Story_PUD_1946_and_Newer,Residential_Low_Density,34,5001,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,Twnhs,One_Story,Average,2007,2008,Gable,VinylSd,VinylSd,Stone,166,Typical,PConc,Typical,No,GLQ,3,Unf,0,410,1314,Excellent,Y,SBrkr,1314,0,1314,1,0,2,0,2,1,6,Typ,1,Attchd,RFn,2,626,Typical,Paved,172,62,0,0,0,0,No_Fence,0,7,2009,WD,230000,-93.650244,42.058336
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,117,15262,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Corner,Gtl,Norm,OneFam,One_Story,Average,2003,2004,Hip,VinylSd,VinylSd,BrkFace,470,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,643,2200,Excellent,Y,SBrkr,2200,0,2200,1,0,2,1,3,1,8,Typ,1,Attchd,Fin,3,685,Typical,Paved,208,55,0,0,0,0,No_Fence,0,7,2009,WD,382500,-93.6552449,42.05851
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,129,16770,Pave,No_Alley_Access,Regular,Lvl,Corner,Gtl,Norm,OneFam,One_Story,Average,2002,2003,Hip,VinylSd,VinylSd,BrkFace,270,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,516,1712,Excellent,Y,SBrkr,1712,0,1712,1,0,2,0,3,1,8,Typ,1,Attchd,RFn,3,701,Typical,Paved,218,183,0,0,0,0,No_Fence,0,9,2009,WD,286500,-93.654405,42.057019
One_Story_PUD_1946_and_Newer,Residential_Low_Density,48,3480,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,TwnhsE,One_Story,Average,2003,2003,Gable,VinylSd,VinylSd,Stone,163,Typical,PConc,Typical,No,Unf,7,Unf,0,1405,1405,Excellent,Y,SBrkr,1405,0,1405,0,0,2,0,2,1,6,Typ,1,Attchd,RFn,2,478,Typical,Paved,148,36,0,0,0,0,No_Fence,0,11,2009,WD,173000,-93.651014,42.057277
Two_Story_PUD_1946_and_Newer,Residential_Low_Density,36,2268,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,Twnhs,Two_Story,Average,2003,2004,Gable,VinylSd,Wd Shng,Stone,106,Typical,PConc,Typical,No,GLQ,3,Unf,0,197,764,Excellent,Y,SBrkr,764,862,1626,0,0,2,0,2,1,6,Typ,0,BuiltIn,RFn,2,474,Typical,Paved,0,27,0,0,0,0,No_Fence,0,7,2009,WD,173000,-93.650238,42.057467
Two_Story_1946_and_Newer,Residential_Low_Density,63,10928,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,RRAn,OneFam,Two_Story,Average,2005,2005,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Good,No,Unf,7,Unf,0,728,728,Excellent,Y,SBrkr,728,728,1456,0,0,2,1,3,1,8,Typ,1,Attchd,Fin,2,390,Typical,Paved,100,0,0,0,0,0,No_Fence,0,6,2009,WD,184000,-93.645752,42.06232
Two_Story_1946_and_Newer,Residential_Low_Density,149,12589,Pave,No_Alley_Access,Moderately_Irregular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2005,2005,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,742,742,Excellent,Y,SBrkr,742,742,1484,0,0,2,1,3,1,8,Typ,1,Attchd,Fin,2,390,Typical,Paved,36,24,0,0,0,0,No_Fence,0,6,2009,WD,174000,-93.644457,42.062058
Two_Story_1946_and_Newer,Residential_Low_Density,122,11911,Pave,No_Alley_Access,Moderately_Irregular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2005,2005,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Av,Unf,7,Unf,0,684,684,Excellent,Y,SBrkr,684,876,1560,0,0,2,1,3,1,6,Typ,1,BuiltIn,Fin,2,400,Typical,Paved,100,38,0,0,0,0,No_Fence,0,3,2009,WD,174000,-93.645627,42.062404
One_Story_PUD_1946_and_Newer,Residential_Low_Density,43,3182,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,TwnhsE,One_Story,Average,2005,2006,Gable,VinylSd,VinylSd,BrkFace,16,Typical,PConc,Typical,Av,GLQ,3,Unf,0,1357,1373,Excellent,Y,SBrkr,1555,0,1555,0,0,2,0,2,1,7,Typ,1,Attchd,Fin,2,430,Typical,Paved,143,20,0,0,0,0,No_Fence,0,5,2009,WD,192500,-93.642094,42.06230499999999
One_Story_PUD_1946_and_Newer,Residential_Low_Density,43,3182,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,TwnhsE,One_Story,Average,2005,2006,Gable,VinylSd,VinylSd,BrkFace,16,Typical,PConc,Typical,Av,GLQ,3,Unf,0,1204,1220,Excellent,Y,SBrkr,1220,0,1220,0,0,2,0,2,1,5,Typ,1,Attchd,Fin,2,397,Typical,Paved,100,16,0,0,0,0,No_Fence,0,8,2009,WD,180000,-93.642911,42.062081
One_Story_PUD_1946_and_Newer,Residential_Low_Density,43,3182,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,TwnhsE,One_Story,Average,2005,2006,Gable,VinylSd,VinylSd,BrkFace,11,Typical,PConc,Typical,No,GLQ,3,Unf,0,1129,1145,Excellent,Y,SBrkr,1145,0,1145,0,0,2,0,2,1,5,Typ,1,Attchd,Fin,2,397,Typical,Paved,100,16,0,0,0,0,No_Fence,0,9,2009,WD,160200,-93.642914,42.062086
Two_Story_1946_and_Newer,Residential_Low_Density,71,7795,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2004,2005,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,291,716,Excellent,Y,SBrkr,716,716,1432,1,0,2,1,3,1,6,Typ,1,Attchd,Fin,2,432,Typical,Paved,100,51,0,0,0,0,No_Fence,0,7,2009,WD,188500,-93.642749,42.061562
Split_or_Multilevel,Residential_Low_Density,59,9434,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,SLvl,Average,2004,2005,Gable,WdShing,Wd Shng,None,0,Typical,PConc,Typical,Mn,Unf,7,Unf,0,384,384,Excellent,Y,SBrkr,744,630,1374,0,0,2,1,3,1,6,Typ,1,BuiltIn,Fin,2,400,Typical,Paved,100,0,0,0,0,0,No_Fence,0,8,2009,WD,170000,-93.644106,42.061739
Split_or_Multilevel,Residential_Low_Density,0,7750,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,SLvl,Average,2002,2002,Hip,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,55,408,Excellent,Y,SBrkr,779,640,1419,1,0,2,1,3,1,7,Typ,1,BuiltIn,Fin,2,527,Typical,Paved,120,0,0,0,0,0,No_Fence,0,3,2009,WD,184100,-93.641488,42.061114
Two_Story_1946_and_Newer,Residential_Low_Density,61,10125,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2004,2004,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Mn,Unf,7,Unf,0,846,846,Excellent,Y,SBrkr,846,748,1594,0,0,2,1,3,1,7,Typ,1,Attchd,Fin,2,434,Typical,Paved,300,48,0,0,0,0,Minimum_Privacy,0,7,2009,WD,195500,-93.642626,42.061656
Two_Story_1946_and_Newer,Residential_Low_Density,0,8965,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2003,2003,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,130,782,Excellent,Y,SBrkr,806,683,1489,1,0,2,1,3,1,8,Typ,1,Attchd,Fin,2,400,Typical,Paved,0,75,0,0,0,0,No_Fence,0,6,2009,WD,192000,-93.640051,42.061365
Two_Story_1946_and_Newer,Residential_Low_Density,0,8174,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2003,2003,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,204,698,Excellent,Y,SBrkr,698,644,1342,1,0,2,1,3,1,7,Typ,1,Attchd,Fin,2,393,Typical,Paved,100,56,0,0,0,0,No_Fence,0,5,2009,WD,178000,-93.640065,42.063283
One_Story_PUD_1946_and_Newer,Residential_Low_Density,34,5063,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,Twnhs,One_Story,Average,2007,2008,Gable,VinylSd,VinylSd,Stone,166,Typical,PConc,Typical,No,GLQ,3,Unf,0,410,1314,Excellent,Y,SBrkr,1314,0,1314,1,0,2,0,2,1,6,Typ,1,Attchd,RFn,2,626,Typical,Paved,172,62,0,0,0,0,No_Fence,0,4,2009,ConLw,207500,-93.649649,42.058368
Two_Story_1946_and_Newer,Residential_Low_Density,0,12891,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Corner,Gtl,Norm,OneFam,Two_Story,Average,2002,2002,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,219,870,Excellent,Y,SBrkr,878,1126,2004,1,0,2,1,4,1,8,Typ,1,BuiltIn,Fin,3,644,Typical,Paved,0,48,0,0,0,0,No_Fence,0,7,2009,WD,257500,-93.642932,42.059481
Split_or_Multilevel,Residential_Low_Density,61,9734,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,RRAn,OneFam,SLvl,Average,2004,2004,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Mn,GLQ,3,Rec,113,30,384,Excellent,Y,SBrkr,744,630,1374,0,0,2,1,3,1,7,Typ,0,BuiltIn,Fin,2,400,Typical,Paved,0,0,0,0,0,0,No_Fence,0,5,2009,WD,167000,-93.64425100000001,42.059605
Two_Story_1946_and_Newer,Residential_Low_Density,60,8123,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,RRAn,OneFam,Two_Story,Average,2000,2000,Gable,VinylSd,VinylSd,BrkFace,16,Typical,PConc,Typical,No,Unf,7,Unf,0,982,982,Excellent,Y,SBrkr,1007,793,1800,0,0,2,1,3,1,7,Typ,1,Attchd,Fin,2,463,Typical,Paved,100,63,0,0,0,0,No_Fence,0,6,2009,WD,179000,-93.641377,42.057839
Two_Story_1946_and_Newer,Residential_Low_Density,42,8433,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2000,2000,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,111,794,Excellent,Y,SBrkr,819,695,1514,1,0,2,1,3,1,7,Typ,1,Attchd,Fin,2,394,Typical,Paved,0,72,0,0,0,0,No_Fence,0,6,2009,WD,190000,-93.641313,42.057834
Split_or_Multilevel,Residential_Low_Density,62,7750,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,SLvl,Average,1999,2000,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,384,384,Excellent,Y,SBrkr,774,656,1430,0,0,2,1,3,1,7,Typ,1,BuiltIn,RFn,2,400,Typical,Paved,0,0,0,0,0,0,No_Fence,0,3,2009,WD,156000,-93.641303,42.057833
Two_Story_1946_and_Newer,Residential_Low_Density,0,15896,Pave,No_Alley_Access,Moderately_Irregular,Lvl,CulDSac,Gtl,RRNn,OneFam,Two_Story,Average,1999,1999,Gable,VinylSd,VinylSd,BrkFace,210,Typical,PConc,Typical,No,ALQ,1,Unf,0,264,1177,Excellent,Y,SBrkr,1223,1089,2312,1,0,2,1,4,1,8,Typ,1,BuiltIn,Fin,3,658,Typical,Paved,298,0,0,0,0,0,No_Fence,0,5,2009,WD,245000,-93.641367,42.057098
Two_Story_1946_and_Newer,Residential_Low_Density,0,24682,Pave,No_Alley_Access,Irregular,Lvl,CulDSac,Gtl,RRAn,OneFam,Two_Story,Average,1999,1999,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,841,841,Excellent,Y,SBrkr,892,783,1675,0,0,2,1,3,1,7,Typ,1,BuiltIn,Fin,2,502,Typical,Paved,0,103,0,0,0,0,No_Fence,0,6,2009,WD,181000,-93.641397,42.057093
Two_Story_1946_and_Newer,Residential_Low_Density,0,8755,Pave,No_Alley_Access,Slightly_Irregular,Lvl,FR2,Gtl,RRNn,OneFam,Two_Story,Average,1999,1999,Gable,VinylSd,VinylSd,BrkFace,298,Typical,PConc,Typical,No,ALQ,1,Unf,0,220,992,Excellent,Y,SBrkr,1022,1038,2060,1,0,2,1,3,1,8,Typ,1,BuiltIn,RFn,2,390,Typical,Paved,0,0,0,168,0,0,Good_Privacy,0,6,2009,WD,214000,-93.641312,42.056955
Two_Story_1946_and_Newer,Residential_Low_Density,82,9430,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,1999,1999,Gable,VinylSd,VinylSd,BrkFace,673,Typical,PConc,Typical,Mn,GLQ,3,Unf,0,89,1252,Excellent,Y,SBrkr,1268,1097,2365,1,0,2,1,3,1,8,Typ,1,Attchd,RFn,3,856,Typical,Paved,0,128,0,0,180,0,No_Fence,0,7,2009,WD,337000,-93.65429,42.053749
Two_Story_1946_and_Newer,Residential_Low_Density,106,12720,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2000,2000,Gable,VinylSd,VinylSd,BrkFace,150,Typical,PConc,Typical,Mn,GLQ,3,Unf,0,282,1455,Excellent,Y,SBrkr,1466,1221,2687,1,0,2,1,4,1,10,Typ,2,BuiltIn,RFn,3,810,Typical,Paved,252,30,0,0,0,0,No_Fence,0,9,2009,WD,327000,-93.650957,42.055626
Two_Story_1946_and_Newer,Residential_Low_Density,79,10208,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,1996,1997,Gable,VinylSd,VinylSd,BrkFace,921,Typical,PConc,Typical,No,Unf,7,Unf,0,1264,1264,Excellent,Y,SBrkr,1277,1067,2344,0,0,2,1,3,1,7,Typ,1,Attchd,RFn,3,889,Typical,Paved,220,0,0,0,0,0,No_Fence,0,7,2009,WD,265000,-93.655555,42.052668
Two_Story_1946_and_Newer,Residential_Low_Density,90,9900,Pave,No_Alley_Access,Regular,Low,Inside,Mod,Norm,OneFam,Two_Story,Average,1993,1993,Gable,HdBoard,HdBoard,BrkFace,256,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,360,1347,Excellent,Y,SBrkr,1372,1274,2646,1,0,2,1,4,1,9,Typ,1,Attchd,RFn,3,656,Typical,Paved,340,60,144,0,0,0,No_Fence,0,4,2009,WD,260000,-93.654048,42.049701
Two_Story_1946_and_Newer,Residential_Low_Density,79,9085,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,1995,1996,Gable,VinylSd,VinylSd,BrkFace,286,Typical,PConc,Typical,No,GLQ,3,Unf,0,254,1070,Excellent,Y,SBrkr,1094,967,2061,1,0,2,1,3,1,7,Typ,1,Attchd,Fin,2,647,Typical,Paved,296,102,209,0,0,0,No_Fence,0,11,2009,WD,260000,-93.651503,42.05161
Two_Story_1946_and_Newer,Residential_Low_Density,0,11692,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,1993,1994,Gable,HdBoard,HdBoard,BrkFace,372,Typical,PConc,Typical,No,GLQ,3,Unf,0,549,1173,Excellent,Y,SBrkr,1215,1017,2232,1,0,2,1,3,1,8,Typ,1,Attchd,RFn,2,623,Typical,Paved,173,165,0,0,0,0,No_Fence,0,10,2009,WD,263550,-93.65211699999999,42.050215
Two_Story_1946_and_Newer,Residential_Low_Density,52,46589,Pave,No_Alley_Access,Moderately_Irregular,Lvl,CulDSac,Gtl,Norm,OneFam,Two_Story,Good,1994,2005,Hip,VinylSd,VinylSd,BrkFace,528,Typical,PConc,Good,No,GLQ,3,Rec,180,88,1629,Excellent,Y,SBrkr,1686,762,2448,1,0,2,1,4,1,8,Typ,1,Attchd,RFn,3,711,Typical,Paved,517,76,0,0,0,0,No_Fence,0,7,2009,WD,402000,-93.650529,42.049921
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,86,11194,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,PosN,OneFam,One_Story,Average,2008,2008,Gable,VinylSd,VinylSd,Stone,240,Typical,PConc,Typical,Mn,Unf,7,Unf,0,1696,1696,Excellent,Y,SBrkr,1696,0,1696,0,0,2,0,3,1,7,Typ,0,Attchd,RFn,3,972,Typical,Paved,120,56,0,0,0,0,No_Fence,0,9,2009,WD,275000,-93.64247,42.055036
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10130,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,One_Story,Average,2007,2007,Gable,VinylSd,VinylSd,Stone,260,Typical,PConc,Typical,Av,GLQ,3,Unf,0,408,1702,Excellent,Y,SBrkr,1702,0,1702,1,0,2,0,3,1,7,Typ,1,Attchd,RFn,3,844,Typical,Paved,0,69,0,0,0,0,No_Fence,0,3,2009,WD,275500,-93.642579,42.054151
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,76,9139,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,One_Story,Average,2006,2006,Hip,VinylSd,VinylSd,Stone,206,Typical,PConc,Typical,Av,GLQ,3,Unf,0,1043,1422,Excellent,Y,SBrkr,1432,0,1432,0,0,2,0,3,1,7,Typ,1,Attchd,Fin,2,492,Typical,Paved,297,50,0,0,0,0,No_Fence,0,9,2009,WD,245000,-93.64236,42.053212
Two_Story_1946_and_Newer,Residential_Low_Density,75,9675,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2005,2005,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Mn,GLQ,3,Unf,0,772,1113,Excellent,Y,SBrkr,1113,858,1971,0,0,2,1,3,1,8,Typ,1,Attchd,RFn,2,689,Typical,Paved,0,48,0,0,0,0,No_Fence,0,2,2009,WD,253000,-93.641251,42.053258
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,11128,Pave,No_Alley_Access,Regular,Lvl,Corner,Gtl,PosN,OneFam,One_Story,Average,2005,2006,Hip,VinylSd,VinylSd,Stone,198,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,300,2458,Excellent,Y,SBrkr,2490,0,2490,1,0,2,0,2,1,9,Typ,2,Attchd,Fin,3,795,Typical,Paved,70,226,0,0,0,0,Good_Privacy,0,10,2009,WD,468000,-93.641296,42.053108
Two_Story_1946_and_Newer,Floating_Village_Residential,75,9000,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2008,2008,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,768,768,Excellent,Y,SBrkr,786,804,1590,0,0,2,1,3,1,6,Typ,0,Attchd,RFn,2,676,Typical,Paved,0,30,0,0,0,0,No_Fence,0,6,2009,WD,210000,-93.6504,42.051797
One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,112,12606,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,One_Story,Average,2007,2008,Gable,VinylSd,VinylSd,Stone,120,Typical,PConc,Typical,Av,Unf,7,Unf,0,1530,1530,Excellent,Y,SBrkr,1530,0,1530,0,0,2,0,3,1,7,Typ,1,Attchd,RFn,3,984,Typical,Paved,212,136,0,0,0,0,No_Fence,0,5,2009,WD,250000,-93.648275,42.050406
Two_Story_1946_and_Newer,Floating_Village_Residential,85,11003,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2008,2008,Gable,VinylSd,VinylSd,Stone,160,Typical,PConc,Typical,Av,GLQ,3,Unf,0,252,1017,Excellent,Y,SBrkr,1026,981,2007,1,0,2,1,3,1,10,Typ,1,Attchd,Fin,3,812,Typical,Paved,168,52,0,0,0,0,No_Fence,0,4,2009,WD,310000,-93.643001,42.052337
Two_Story_1946_and_Newer,Floating_Village_Residential,84,10603,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2006,2006,Hip,VinylSd,VinylSd,Stone,121,Typical,PConc,Good,No,GLQ,3,Unf,0,218,900,Excellent,Y,SBrkr,909,886,1795,1,0,2,1,3,1,8,Typ,1,Attchd,Fin,3,782,Typical,Paved,168,45,0,0,0,0,No_Fence,0,7,2009,WD,270000,-93.64287,42.052346
Two_Story_1946_and_Newer,Floating_Village_Residential,85,10574,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2005,2006,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Mn,Unf,7,Unf,0,1082,1082,Excellent,Y,SBrkr,1082,871,1953,0,0,2,1,3,1,9,Typ,1,Attchd,RFn,3,1043,Typical,Paved,160,50,0,0,0,0,No_Fence,0,5,2009,WD,252000,-93.643842,42.052127
Two_Story_1946_and_Newer,Floating_Village_Residential,65,8125,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2006,2007,Gable,CemntBd,CmentBd,Stone,100,Typical,PConc,Typical,No,GLQ,3,Unf,0,280,1092,Excellent,Y,SBrkr,1112,438,1550,1,0,2,0,2,1,7,Typ,0,Attchd,Fin,2,438,Typical,Paved,0,168,0,0,0,0,No_Fence,0,10,2009,WD,241000,-93.642474000000007,42.05142
One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,85,10625,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,One_Story,Average,2006,2007,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,222,1652,Excellent,Y,SBrkr,1662,0,1662,1,0,2,0,3,1,8,Typ,1,Attchd,RFn,3,711,Typical,Paved,168,120,0,0,0,0,No_Fence,0,3,2009,WD,291000,-93.640847,42.052122
